,loss,val_loss
0,0.37305980920791626,0.21534602344036102
1,0.19430363178253174,0.1712809056043625
2,0.16034066677093506,0.1517907977104187
3,0.14536863565444946,0.14085134863853455
4,0.13793298602104187,0.1352175623178482
5,0.13325172662734985,0.13353410363197327
6,0.1303343027830124,0.12899036705493927
7,0.1281977742910385,0.1268368363380432
8,0.12655511498451233,0.126742884516716
9,0.12510348856449127,0.12482652813196182
10,0.1238403394818306,0.12324677407741547
11,0.12308184802532196,0.12294037640094757
12,0.12253674864768982,0.12244919687509537
13,0.12171125411987305,0.12195564806461334
14,0.12156729400157928,0.12090498954057693
15,0.12088593095541,0.1205846443772316
16,0.12063033133745193,0.12148673832416534
17,0.12038607895374298,0.12020394951105118
18,0.12007475644350052,0.12057464569807053
19,0.11974543333053589,0.12116527557373047
20,0.1195269450545311,0.11933455616235733
21,0.11938893795013428,0.11994015425443649
22,0.11930327862501144,0.12025120854377747
23,0.11906960606575012,0.12036732584238052
24,0.11890458315610886,0.11912126839160919
25,0.11887460947036743,0.11932259052991867
26,0.11885540187358856,0.11916081607341766
27,0.11859726905822754,0.11920897662639618
28,0.1184842586517334,0.11908059567213058
29,0.11842062324285507,0.12103209644556046
30,0.11856401711702347,0.11923598498106003
31,0.11818155646324158,0.11915487796068192
32,0.1181192547082901,0.11951597034931183
33,0.11825761944055557,0.11882901936769485
34,0.1180470734834671,0.11914831399917603
35,0.11794773489236832,0.11993872374296188
36,0.11776674538850784,0.11886933445930481
37,0.11779787391424179,0.11846701055765152
38,0.11781581491231918,0.11980684846639633
39,0.11768576502799988,0.11918874830007553
40,0.1177746057510376,0.11835385113954544
41,0.1176813468337059,0.11820568144321442
42,0.1176680475473404,0.11955200135707855
43,0.11742064356803894,0.11838166415691376
44,0.11749826371669769,0.11910044401884079
45,0.11754307895898819,0.11826185137033463
46,0.11729960888624191,0.12027860432863235
47,0.11724226921796799,0.11827446520328522
48,0.11730339378118515,0.11849644780158997
49,0.11723140627145767,0.11875807493925095
50,0.11715994030237198,0.12052693963050842
51,0.11720216274261475,0.11960215121507645
