,loss,val_loss
0,0.3723163902759552,0.22780214250087738
1,0.215980663895607,0.19506528973579407
2,0.18234509229660034,0.16590441763401031
3,0.1604386270046234,0.15123508870601654
4,0.14655207097530365,0.13950404524803162
5,0.1372472047805786,0.13319088518619537
6,0.1303328424692154,0.1269489824771881
7,0.12575779855251312,0.12593871355056763
8,0.12359453737735748,0.12228395789861679
9,0.1222233772277832,0.12142619490623474
10,0.12182242423295975,0.11991360783576965
11,0.12157557904720306,0.11966929584741592
12,0.12094183266162872,0.11962839961051941
13,0.12111997604370117,0.1196233332157135
14,0.12077390402555466,0.12003415077924728
15,0.12061326205730438,0.11950940638780594
16,0.12039807438850403,0.11958049982786179
17,0.12031036615371704,0.11869954317808151
18,0.1202339231967926,0.11978268623352051
19,0.12020542472600937,0.11952058225870132
20,0.12000270932912827,0.1188143789768219
21,0.11993809044361115,0.11878997832536697
22,0.11968488246202469,0.11903952062129974
23,0.11994711309671402,0.11941424012184143
24,0.1198294386267662,0.11978505551815033
25,0.11964749544858932,0.12052822858095169
26,0.11965110152959824,0.11821788549423218
27,0.119529590010643,0.11864123493432999
28,0.11942724138498306,0.11876213550567627
29,0.11923352628946304,0.11968386918306351
30,0.1195918396115303,0.11873268336057663
31,0.1193193718791008,0.11814047396183014
32,0.11921820789575577,0.1180553212761879
33,0.11906644701957703,0.11841549724340439
34,0.11919044703245163,0.11751700192689896
35,0.1191021203994751,0.11807020008563995
36,0.11913838982582092,0.11778926104307175
37,0.11900502443313599,0.1178789734840393
38,0.1187414601445198,0.11896055936813354
39,0.11887873709201813,0.11860208958387375
40,0.11881659179925919,0.11829302459955215
41,0.11867378652095795,0.11788775771856308
42,0.11875389516353607,0.11758913099765778
43,0.11863973736763,0.11754671484231949
44,0.11857171356678009,0.11873606592416763
