,loss,val_loss
0,0.43338334560394287,0.20101232826709747
1,0.17599444091320038,0.15704971551895142
2,0.15008825063705444,0.14343850314617157
3,0.13890229165554047,0.13495467603206635
4,0.13257986307144165,0.1331779658794403
5,0.1287345439195633,0.12714338302612305
6,0.12602916359901428,0.1242067888379097
7,0.1238553375005722,0.12204321473836899
8,0.12271290272474289,0.12091746181249619
9,0.12177688628435135,0.12113752961158752
10,0.12151259183883667,0.12047138810157776
11,0.12083516269922256,0.12033692747354507
12,0.12101499736309052,0.11978546530008316
13,0.12069711089134216,0.11974234133958817
14,0.1204540953040123,0.12009730190038681
15,0.12050795555114746,0.11979727447032928
16,0.12017571926116943,0.11890728771686554
17,0.12008030712604523,0.11888857930898666
18,0.12001482397317886,0.11953145265579224
19,0.12017519026994705,0.11847808212041855
20,0.1198805421590805,0.11875949054956436
21,0.11964721977710724,0.11865702271461487
22,0.11966988444328308,0.12108775228261948
23,0.11973243206739426,0.11833012104034424
24,0.11938668042421341,0.11851704865694046
25,0.11945057660341263,0.11879829317331314
26,0.11947333812713623,0.11852232366800308
27,0.11927608400583267,0.11868207156658173
28,0.11920340359210968,0.11813691258430481
29,0.11911612004041672,0.11873950064182281
30,0.11920715123414993,0.11804693937301636
31,0.11900628358125687,0.11833927780389786
32,0.11895181983709335,0.11794684827327728
33,0.11892101913690567,0.11882656067609787
34,0.11893875896930695,0.11894690990447998
35,0.11878233402967453,0.11801234632730484
36,0.11892814189195633,0.11808070540428162
37,0.1186315193772316,0.11813030391931534
38,0.11884983628988266,0.1198655292391777
39,0.11867786198854446,0.11774042248725891
40,0.11865197867155075,0.1183040514588356
41,0.11857955157756805,0.1176014393568039
42,0.11853773146867752,0.11785318702459335
43,0.11856327950954437,0.11782620847225189
44,0.11846796423196793,0.11824000626802444
45,0.11853529512882233,0.1178961768746376
46,0.1184496358036995,0.11815707385540009
47,0.11839552968740463,0.11866988986730576
48,0.11823992431163788,0.11824200302362442
49,0.11828505992889404,0.11796151846647263
50,0.11817243695259094,0.11856772750616074
51,0.1181570291519165,0.11801337450742722
